question,solution
viết hàm Python để đếm tần suất các từ xuất hiện trong chuỗi bằng từ điển,"def countword(test_string):
    l=[]
    l=test_string.split()
    wordfreq=[l.count(p) for p in l]
    return(dict(zip(l,wordfreq)))
    
    
    
"
viết chương trình Python để đọc nội dung của tệp,"a=str(input(""Enter the name of the file with .txt extension:""))
file2=open(a,'r')
line=file2.readline()
while(line!=""""):
    print(line)
    line=file2.readline()
file2.close()    



"
viết chương trình Python để đếm số dòng trong tệp văn bản,"fname = input(""Enter file name: "")
num_lines = 0
with open(fname, 'r') as f:
    for line in f:
        num_lines += 1
print(""Number of lines:"")
print(num_lines)



"
viết chương trình Python để đếm số từ trong tệp văn bản,"fname = input(""Enter file name: "")
num_words = 0
with open(fname, 'r') as f:
    for line in f:
        words = line.split()
        num_words += len(words)
print(""Number of words:"")
print(num_words)



"
viết chương trình Python để đọc tệp và viết hoa chữ cái đầu tiên của mỗi từ trong tệp,"fname = input(""Enter file name: "")
with open(fname, 'r') as f:
    for line in f:
        l=line.title()
        print(l)
        
        
        
"
viết chương trình Python để đọc nội dung của tệp theo thứ tự ngược lại,"filename=input(""Enter file name: "")
for line in reversed(list(open(filename))):
    print(line.rstrip())



"
viết hàm Python để xóa khóa đã cho khỏi từ điển,"def deletekey(dict,key)
    if key in dict: 
        del dict[key]
    return dict
    
    
    
"
Viết hàm python để xóa một mục khỏi danh sách,"def deleteelement(list, item):
    list.remove(item)
    return list



"
viết hàm python để kiểm tra xem chuỗi đã cho có phải là chuỗi nhị phân hay không,"def check(string) :  
    s = {'0', '1'} 
    if s == p or p == {'0'} or p == {'1'}: 
        return True 
    else : 
        return False
        
        
        
"
viết hàm python để tính số vòng quay tối thiểu cần thiết để có cùng một chuỗi,"def findRotations(str): 
    tmp = str + str
    n = len(str)   
    for i in range(1, n + 1): 
        substring = tmp[i: i+n] 
        if (str == substring): 
            return i 
    return n 
    
    
    
"
viết hàm Python để kiểm tra xem số ước là chẵn hay lẻ,"def NumOfDivisor(n): 
    if n < 1: 
        return
    root_n = n**0.5
    if root_n**2 == n: 
        print(""Odd"") 
    else: 
        print(""Even"") 

"
Viết chương trình hợp nhất hai từ điển python và in từ điển đã hợp nhất,"d1 = {'a': 100, 'b': 200}
d2 = {'x': 300, 'y': 200}
d = d1.copy()
d.update(d2)
print(d)


"
viết hàm python để nối hai số nguyên như nối chuỗi và trả về số được nối dưới dạng số nguyên,"def concat_two_numbers(num1, num2):
    combined_num = str(num1) + str(num2)
    return int(combined_num)


"
"Với một số nguyên n cho trước, hãy viết chương trình tạo một từ điển chứa (i, i*i*i) sao cho là một số nguyên nằm trong khoảng từ 1 đến n (bao gồm cả hai). và sau đó chương trình sẽ in từ điển.","n = 8
d = dict()
for i in range(1,n+1):
    d[i] = i*i*i
print(d)

"
Viết chương trình chấp nhận một chuỗi các số được phân tách bằng dấu phẩy từ bảng điều khiển và tạo một danh sách và một bộ dữ liệu chứa mọi số.,"values=input()
l=values.split("","")
t=tuple(l)
print(l)
print(t)

"
Viết hàm Python nhận một chuỗi số và xác định xem tất cả các số có khác nhau không,"def test_distinct(data):
  if len(data) == len(set(data)):
    return True
  else:
    return False

"
"Viết hàm Python để tìm số lượng nốt nhạc (Mẫu nốt nhạc: 10, 20, 50, 100, 200 và 500) so với số tiền cho trước.","def no_notes(a):
  Q = [500, 200, 100, 50, 20, 10, 5, 2, 1]
  x = 0
  for i in range(9):
    q = Q[i]
    x += int(a / q)
    a = int(a % q)
  if a > 0:
    x = -1
  return x


"
Viết hàm Python để tìm số 0 ở cuối giai thừa của một số dương cho trước.,"def factendzero(n):
  x = n // 5
  y = x 
  while x > 0:
    x /= 5
    y += int(x)
  return y


"
Viết hàm Python để tìm kiếm nhị phân,"def binary_search(l, num_find):
    start = 0
    end = len(l) - 1
    mid = (start + end) // 2
    found = False
    position = -1
    while start <= end:
        if l[mid] == num_find:
            found = True
            position = mid
            break
        if num_find > l[mid]:
            start = mid + 1
            mid = (start + end) // 2
        else:
            end = mid - 1
            mid = (start + end) // 2
    return (found, position)


"
Viết hàm Python để xóa các số 0 đứng đầu khỏi địa chỉ IP,"import re
regex = '\.[0]*'
def remove_leading_zeros(ip):
    modified_ip = re.sub(regex, '.', ip)
    return modified_ip


"
Viết hàm Python để trả về giá trị nhị phân của một số nguyên cho trước,"def int_to_bin(a):
  return bin(a)


"
Viết hàm Python để trả về giá trị bát phân của một số nguyên cho trước,"def int_to_oct(a):
  return oct(a)


"
Viết hàm Python để trả về giá trị thập lục phân của một số nguyên cho trước,"def int_to_hex(a):
  return hex(a)


"
Viết chương trình Python để nhập dữ liệu đầu vào thành số nguyên,"num = int(input(""Input a value: ""))
print(num)


"
Viết chương trình Python để định kiểu dữ liệu đầu vào thành float,"num = float(input(""Input a value: ""))
print(num)


"
Viết chương trình Python để kiểm tra/kiểm tra nhiều biến so với một giá trị,"a = 10
b = 20
c = 30
if 10 in {a, b, c}:
  print(""True"")
else:
  print(""False"")  


"
"Viết một lớp Python sẽ khởi tạo một số, nhập một số và in số đó","class Number:
    def __init__(self, num):
        self.num = num

    def inputNum(self):
        self.num = int(input(""Enter an integer number: ""))

    def printNum(self):
        print(self.num)


"
"Viết hàm Python tìm lãi suất đơn giản trong Python khi cho trước số tiền gốc, lãi suất và thời gian","def simple_interest(p,r,t):
    si = (p*r*t)/100
    return si


"
"Viết hàm Python tìm lãi kép trong Python khi cho trước số tiền gốc, lãi suất và thời gian","def compound_interest(p,r,t):
    ci = p * (pow((1 + r / 100), t)) 
    return ci


"
Viết hàm Python để kiểm tra xem một người có đủ điều kiện bỏ phiếu hay không dựa trên độ tuổi của họ,"def vote_eligibility(age):
    if age>=18:
        status=""Eligible""
    else:
        status=""Not Eligible""
    return status


"
Viết hàm Python để tìm chỉ số BMI cho cân nặng và chiều cao cho trước của một người,"def bmi_calculator(height, weight):
    bmi = weight/(height**2)
    return bmi

"
Viết hàm Python để kiểm tra xem một số đã cho có phải là số hoàn hảo hay không,"def perfect_number_checker(num):
    i = 2
    sum = 1
    while(i <= num//2 ) :
        if (num % i == 0) :
            sum += i
        i += 1
    if sum == num :
        return f'{num} is a perfect number'

    else :
        return f'{num} is not a perfect number'

"
Viết hàm Python để tìm số ODD tối đa từ một danh sách nhất định,"def odd_max_checker(list1):
    maxnum = 0
    for num in list1:
        if num%2 != 0:
            if num > maxnum:
                maxnum = num
    return maxnum


"
Viết hàm Python để tìm số CHẬM tối đa từ một danh sách nhất định,"def even_max_checker(list1):
    maxnum = 0
    for num in list1:
        if num%2 == 0:
            if num > maxnum:
                maxnum = num
    return maxnum


"
Viết hàm Python để in nghiệm phương trình bậc hai,"def quadratic_root(A,B,C):
    import math
    d=((B**2)-4*A*C)

    if d>=0:
        s=(-B+(d)**0.5)/(2*A)
        p=(-B-(d)**0.5)/(2*A)
        print(math.floor(s),math.floor(p))
    else:
        print('The roots are imaginary')


"
Viết chương trình Python để in lịch của năm bất kỳ,"import calendar
year=2020
print(calendar.calendar(year))


"
Viết hàm Python để in xem Ngày đã cho có hợp lệ hay không,"def date_validator(d,m,y):
    import datetime 
    try:
        s=datetime.date(y,m,d)
        print(""Date is valid."")
    except ValueError: 
        print(""Date is invalid."")


"
Viết hàm Python tìm số thứ N vừa là số vuông vừa là số lập phương,"def nth_sq_and_cube(N):
    R = N**6
    return R


"
Viết hàm Python để kiểm tra xem một số có phải là lũy thừa của một số khác hay không,"def power_checker(a,b):
    import math
    s=math.log(a,b)
    p=round(s)
    if (b**p)==a:
        return f'{a} is the power of {b}.'
    else:
        return f'{a} is NOT the power of {b}.'


"
Viết hàm Python để,"def binary_palindrome(n):
    s=int(bin(n)[2:])
    r=str(s)[::-1]
    if int(r)==s:
        return ""The binary representation of the number is a palindrome.""
    else:
        return ""The binary representation of the number is NOT a palindrome.""


"
Viết chương trình Python để in danh sách tất cả các từ khóa,"import keyword
print(""Python keywords are..."")
print(keyword.kwlist)


"
Viết hàm Python tìm giao của hai mảng,"def array_intersection(A,B):
    inter=list(set(A)&set(B))
    return inter


"
Viết hàm Python để tìm hợp của hai mảng,"def array_union(A,B):
    union=list(set(A)|set(B))
    return union


"
Viết chương trình Python để in hình dạng của một mảng/ma trận,"import numpy as np
A = np.array([[1,2,3],[2,3,5],[3,6,8],[323,623,823]])
print(""Shape of the matrix A: "", A.shape)


"
Viết chương trình Python để in thứ hạng của một mảng/ma trận,"import numpy as np
A = np.array([[4,5,8], [7,1,4], [5,5,5], [2,3,6]])
print(""Rank of the matrix A: "", np.linalg.matrix_rank(A))


"
Viết chương trình Python để in vết của một mảng/ma trận,"import numpy as np
A = np.array([[4,5,8], [5,5,5], [2,3,6]])
print(""Trace of the matrix A: "", np.trace(A))


"
Viết chương trình Python để in khoảng cách euclide giữa hai mảng/vectơ,"import numpy as np
a = np.array([78, 84, 87, 91, 76])
b = np.array([92, 83, 91, 79, 89])
dist = np.linalg.norm(a-b)
print('Differnce in performance between A and B : ', dist)


"
Viết hàm Python để in số có dấu phẩy dưới dạng dấu phân cách hàng nghìn,"def formattedNumber(n):
  return (""{:,}"".format(n))


"
Viết chương trình Python để tìm tổng số chữ hoa và chữ thường trong một chuỗi cho trước,"str1='TestStringInCamelCase'
no_of_ucase, no_of_lcase = 0,0
for c in str1:
    if c>='A' and c<='Z':
        no_of_ucase += 1
    if c>='a' and c<='z':
        no_of_lcase += 1

print(no_of_lcase)
print(no_of_ucase)


"
Viết chương trình Python để tìm tổng số chữ cái và chữ số trong một chuỗi cho trước,"str1='TestStringwith123456789'
no_of_letters, no_of_digits = 0,0
for c in str1:
  no_of_letters += c.isalpha()
  no_of_digits += c.isnumeric()

print(no_of_letters)
print(no_of_digits)


"
Viết hàm Python để đếm số lần xuất hiện của một từ trong văn bản đã cho,"def text_searcher(text, word):
    count = 0
    for w in text.split():
        if w == word:
            count = count + 1
    return count


"
Viết hàm Python viết hoa chữ cái đầu tiên của mỗi từ trong chuỗi,"def capitalize(text):
  return text.title()


"
Viết hàm Python để loại bỏ các giá trị giả khỏi danh sách,"def newlist(lst):
  return list(filter(None, lst))


"
Viết hàm Python để tìm tổng tất cả các chữ số của một số nguyên cho trước,"def sum_of_digits(num):
  if num == 0:
    return 0
  else:
    return num % 10 + sum_of_digits(int(num / 10))


"
Viết hàm Python để kiểm tra tất cả các phần tử của danh sách có giống nhau hay không,"def check_equal(a):
  return a[1:] == a[:-1]


"
Viết chương trình Python in căn bậc hai của các phần tử ma trận,"mat1 = np.array([[10,20,30],[40,50,60],[70,80,90]])
print(np.sqrt(mat1))


"
Viết hàm Python trả về số nguyên thu được bằng cách đảo ngược các chữ số của số nguyên đã cho,"def reverse(n):
    s=str(n) 
    p=s[::-1]
    return p 


"
Viết chương trình Python để chuyển đổi chỉ mục của chuỗi thành một cột của khung dữ liệu,"import pandas as pd
import numpy as np
mylist = list('abcedfghijklmnopqrstuvwxyz')
myarr = np.arange(26)
mydict = dict(zip(mylist, myarr))
ser = pd.Series(mydict)
df = ser.to_frame().reset_index()
print(df.head())


"
Viết chương trình Python để chỉ giữ nguyên 2 giá trị thường xuyên nhất và thay thế mọi giá trị khác thành 'Khác' trong một chuỗi,"import pandas as pd
import numpy as np
np.random.RandomState(100)
ser = pd.Series(np.random.randint(1, 5, [12]))
ser[~ser.isin(ser.value_counts().index[:2])] = 'Other'
print(ser)


"
Viết chương trình Python để gộp một chuỗi số thành 10 nhóm có kích thước bằng nhau,"import pandas as pd
import numpy as np
ser = pd.Series(np.random.random(20))
deciled = pd.qcut(ser, q=[0, .10, .20, .3, .4, .5, .6, .7, .8, .9, 1], 
        labels=['1st', '2nd', '3rd', '4th', '5th', '6th', '7th', '8th', '9th', '10th'])
print(deciled)


"
Viết chương trình Python để tạo TimeSeries bắt đầu '2000-01-01' và 10 ngày cuối tuần (thứ bảy) sau đó lấy các số ngẫu nhiên làm giá trị,"import pandas as pd
import numpy as np
ser = pd.Series(np.random.randint(1,10,10), pd.date_range('2000-01-01', periods=10, freq='W-SAT'))
print(ser)


"
Viết chương trình Python để điền vào chuỗi thời gian không liên tục để tất cả các ngày bị thiếu hiển thị với các giá trị của ngày không bị thiếu trước đó,"import pandas as pd
import numpy as np
ser = pd.Series([1,10,3, np.nan], index=pd.to_datetime(['2000-01-01', '2000-01-03', '2000-01-06', '2000-01-08']))
print(ser.resample('D').ffill())


"
Viết chương trình Python để điền vào chuỗi thời gian không liên tục để tất cả các ngày bị thiếu sẽ hiển thị với các giá trị của ngày không bị thiếu tiếp theo,"import pandas as pd
import numpy as np
ser = pd.Series([1,10,3, np.nan], index=pd.to_datetime(['2000-01-01', '2000-01-03', '2000-01-06', '2000-01-08']))
print(ser.resample('D').bfill())


"
Viết chương trình Python để tạo mã hóa one-hot của một biến phân loại,"import pandas as pd
import numpy as np
df = pd.DataFrame(np.arange(25).reshape(5,-1), columns=list('abcde'))
df_onehot = pd.concat([pd.get_dummies(df['a']), df[list('bcde')]], axis=1)
print(df_onehot)


"
Viết chương trình Python để tính tự tương quan cho 10 độ trễ đầu tiên của chuỗi số,"import pandas as pd
import numpy as np
ser = pd.Series(np.arange(20) + np.random.normal(1, 10, 20))
autocorrelations = [ser.autocorr(i).round(2) for i in range(11)]
print(autocorrelations[1:])

"
Viết chương trình Python để tìm vị trí của các số là bội số của 3 trong một chuỗi,"import pandas as pd
import numpy as np
ser = pd.Series(np.random.randint(1, 10, 7))
print(np.argwhere(ser.values % 3 == 0))

"
"Viết hàm Python Cho một chuỗi, chỉ hiển thị những ký tự có số chỉ mục chẵn","def printEveIndexChar(str):
  for i in range(0, len(str)-1, 2):
    print(""index["",i,""]"", str[i] )


"
"Viết hàm Python cho một chuỗi và số nguyên n, xóa các ký tự khỏi chuỗi bắt đầu từ 0 đến n và trả về một chuỗi mới","def removeChars(str, n):
  return str[n:]


"
"Viết hàm Python Cho một danh sách các số, trả về True nếu số đầu tiên và số cuối cùng của danh sách giống nhau","def isFirst_And_Last_Same(numberList):
    firstElement = numberList[0]
    lastElement = numberList[-1]
    if (firstElement == lastElement):
        return True
    else:
        return False


"
"Viết hàm Python Cho một danh sách các số, Lặp lại nó và chỉ in những số chia hết cho 5","def findDivisible(numberList):
    for num in numberList:
        if (num % 5 == 0):
            print(num)


"
"Viết hàm Python cho hai danh sách số, tạo một danh sách mới sao cho danh sách mới chỉ chứa các số lẻ từ danh sách đầu tiên và các số chẵn từ danh sách thứ hai","def mergeList(list1, list2):
    thirdList = []
    for num in list1:
        if (num % 2 != 0):
            thirdList.append(num)
    for num in list2:
        if (num % 2 == 0):
            thirdList.append(num)
    return thirdList


"
"Viết chương trình Python để trả về một tập hợp tất cả các phần tử thuộc A hoặc B, nhưng không phải cả hai","set1 = {10, 20, 30, 40, 50}
set2 = {30, 40, 50, 60, 70}
print(set1.symmetric_difference(set2))


"
Viết chương trình Python để trừ một tuần ( 7 ngày) kể từ một ngày nhất định trong Python,"from datetime import datetime, timedelta
given_date = datetime(2020, 2, 25)
days_to_subtract = 7
res_date = given_date - timedelta(days=days_to_subtract)
print(res_date)


"
Viết chương trình Python để tìm ngày trong tuần của một ngày nhất định,"from datetime import datetime
given_date = datetime(2020, 7, 26)
print(given_date.strftime('%A'))


"
Viết chương trình Python để chuyển đổi phiên bản datetime sau thành định dạng chuỗi,"from datetime import datetime
given_date = datetime(2020, 2, 25)
string_date = given_date.strftime(""%Y-%m-%d %H:%M:%S"")
print(string_date)


"
Viết chương trình Python để chuyển đổi hai bộ có độ dài bằng nhau thành từ điển,"keys = {'Ten', 'Twenty', 'Thirty'}
values = {10, 20, 30}
sampleDict = dict(zip(keys, values))
print(sampleDict)



"
Viết chương trình tìm tất cả các số chia hết cho 7 nhưng không phải là bội số của 5 trong khoảng từ 2000 đến 3200 (bao gồm cả hai).,"
l=[]
for i in range(2000, 3201):
    if (i%7==0) and (i%5!=0):
        l.append(str(i))


"
Viết chương trình xác định loại đối tượng,"
def typeIdentifier(object):
  return f'object type : {type(object)}'

"
Viết một lớp Python có ít nhất hai phương thức: getString: để lấy một chuỗi từ đầu vào bàn điều khiển printString: để in chuỗi ở dạng chữ hoa.,"
class IOString(object):
    def __init__(self):
        self.s = """"

    def getString(self):
        self.s = input()
    
    def printString(self):
        print(self.s.upper())

strObj = IOString()
strObj.getString()
strObj.printString()


"
Viết chương trình xác định mức sử dụng bộ nhớ của quy trình python,"import os, psutil
print(psutil.Process(os.getpid()).memory_info().rss / 1024 ** 2)

"
Viết hàm sẽ cung cấp giá trị ascii của một ký tự,"
def charToASCII(chr):
  return f'ASCII value of {chr} is: {ord(chr)}'
  
"
Viết hàm đảo ngược chuỗi,"
def revStr(inp):
  inp = inp[::-1]
  return inp

"
Viết hàm xác định số bit được sử dụng bởi số bất kỳ,"
def totalBits(n):
    return f'total number of bits used in {n} is : {len(bin(n)[2: ])}'


"
viết hàm tính tổng của chuỗi sin,"
import math
def sin(x,n):
    sine = 0
    for i in range(n):
        sign = (-1)**i
        pi=22/7
        y=x*(pi/180)
        sine = sine + ((y**(2.0*i+1))/math.factorial(2*i+1))*sign
    return sine


"
Viết hàm đệ quy xác định một số cho trước là chẵn hay lẻ,"
def check(n):
    if (n < 2):
        return (n % 2 == 0)
    return (check(n - 2))
n=int(input(""Enter number:""))
if(check(n)==True):
      print(""Number is even!"")
else:
      print(""Number is odd!"")


"
Viết chương trình hoán đổi hai biến tại chỗ,"a,b = b,a

"
Viết chương trình in các từ theo trình tự được phân tách bằng dấu phẩy sau khi sắp xếp chúng theo thứ tự bảng chữ cái.,"
items=[x for x in input().split(',')]
items.sort()
print(','.join(items))


"
Viết hàm lấy cơ số và lũy thừa rồi tìm lũy thừa của cơ số bằng đệ quy.,"
def power(base,exp):
    if(exp==1):
        return(base)
    if(exp!=1):
        return(base*power(base,exp-1))
base=int(input(""Enter base: ""))
exp=int(input(""Enter exponential value: ""))
print(""Result:"",power(base,exp))


"
Viết hàm lặp lại M ký tự của chuỗi N lần,"
def multTimes(str, m, n):
    front_len = m
    if front_len > len(str):
        front_len = len(str)
    front = str[:front_len]
    result = ''
    for i in range(n):
        result = result + front
    return result
print (multTimes('Hello', 3, 7))


"
Viết hàm chuyển một chuỗi thành dạng CamelCase,"
from re import sub
def camelCase(string):
  string = sub(r""(_|-)+"", "" "", string).title().replace("" "", """")
  return string[0].lower() + string[1:]


"
Viết hàm xóa danh sách trống khỏi danh sách bằng cách hiểu danh sách,"def removeEmptyList(li):
  res = [ele for ele in li if ele != []] 
  return res


"
Viết hàm Tìm kích thước của Tuple trong Python không có giá trị rác,"Tuple = (10,20)
def sizeOfTuple(tup):
  return f'Size of Tuple: {str(Tuple.__sizeof__())} bytes' 

"
Viết hàm tìm tất cả các số từ 1000 đến 9999 mà mỗi chữ số của số đó là số chẵn.,"
values = []
for i in range(1000, 9999):
  s = str(i)
  if (int(s[0])%2==0) and (int(s[1])%2==0) and (int(s[2])%2==0) and (int(s[3])%2==0):
      values.append(s)


"
Viết hàm tìm danh sách đồng nhất,"
def homoList(li):
  res = True
  for i in li: 
      if not isinstance(i, type(li[0])): 
          res = False 
          break
  return res


"
Viết hàm để loại bỏ một phần tử loại ngày nhất định khỏi danh sách.,"
def removeDataType(li,dType):
    res = []
    for i in li:
        if not isinstance(i, dType):
            res.append(i)
    return res


"
"Viết hàm python để tìm ra sự xuất hiện của phần tử ""i"" trước chữ ""j"" đầu tiên trong danh sách","
def firstOccurence(arr, i,j):
  res = 0
  for k in arr:         
      if k == j: 
          break
      if k == i: 
          res += 1
  return res


"
Viết chương trình kiểm tra xem file/đường dẫn/thư mục có tồn tại hay không,"file_path = ""path/here""
import os.path
os.path.exists(file_path)


"
Viết chương trình hợp nhất hai từ điển python,"x={'key1':'val1','key2':'val2'}
y={'key3':'val3','key4':'val4'}
z = {**x, **y} 


"
Viết chương trình chuyển đổi từ điển sang JSON,"import json
data = {""key1"" : ""value1"", ""key2"" : ""value2""}
jsonData = json.dumps(data)
print(jsonData)

"
Viết chương trình tìm ước chung của hai số trong một cặp cho trước,"def ngcd(x, y):
    i=1
    while(i<=x and i<=y):
        if(x%i==0 and y%i == 0):
            gcd=i
        i+=1
    return gcd
def num_comm_div(x, y):
  n = ngcd(x, y)
  result = 0
  z = int(n**0.5)
  i = 1
  while( i <= z ):
    if(n % i == 0):
      result += 2 
      if(i == n/i):
        result-=1
    i+=1
  return result

"
Viết hàm kiểm tra xem json sau hợp lệ hay không hợp lệ,"import json
def validateJSON(jsonData):
    try:
        json.loads(jsonData)
    except ValueError as err:
        return False
    return True

"
Viết hàm xóa và in mỗi số thứ ba trong danh sách các số cho đến khi danh sách trống,"def remove_nums(int_list):
  position = 3 - 1 
  idx = 0
  len_list = (len(int_list))
  while len_list>0:
    idx = (position+idx)%len_list
    print(int_list.pop(idx))
    len_list -= 1


"
Viết chương trình lấy một chuỗi và in tất cả các từ và tần số của chúng,"string_words = '''This assignment is of 900 marks. Each example if 9 marks.
If your example is similar to someone else, then you score less.
The formula we will use is 9/(repeated example). That means if 9 people write same example,
then you get only 1. So think different! (if examples are mentioned here and in the sample file, you will score less)'''
word_list = string_words.split()
word_freq = [word_list.count(n) for n in word_list]
print(""Pairs (Words and Frequencies:\n {}"".format(str(list(zip(word_list, word_freq)))))


"
Viết chương trình để lấy danh sách các mô-đun Python được cài đặt cục bộ,"import pkg_resources
installed_packages = pkg_resources.working_set
installed_packages_list = sorted([""%s==%s"" % (i.key, i.version)
     for i in installed_packages])
for m in installed_packages_list:
    print(m)

"
Viết hàm tạo tất cả các hoán vị có thể có từ một tập hợp các số riêng biệt cho trước,"def permute(nums):
  result_perms = [[]]
  for n in nums:
    new_perms = []
    for perm in result_perms:
      for i in range(len(perm)+1):
        new_perms.append(perm[:i] + [n] + perm[i:])
        result_perms = new_perms
  return result_perms

"
Viết hàm cộng hai số nguyên dương không dùng toán tử '+',"def add_without_plus_operator(a, b):
    while b != 0:
        data = a & b
        a = a ^ b
        b = data << 1
    return a

"
Viết chương trình tìm số trung vị của 3 số cho trước,"x=10
y=20
z=30
if y < x and x < z:
    print(x)
elif z < x and x < y:
    print(x)
elif z < y and y < x:
    print(y)
elif x < y and y < z:
    print(y)
elif y < z and z < x:
    print(z)    
elif x < z and z < y:
    print(z)

"
Viết hàm đếm số lần thực hiện phép tính của mỗi tập hợp phép cộng,"def carry_number(x, y):
  ctr = 0
  if(x == 0 and y == 0):
    return 0
  z = 0  
  for i in reversed(range(10)):
      z = x%10 + y%10 + z
      if z > 9:
        z = 1
      else:
        z = 0
      ctr += z
      x //= 10
      y //= 10
  if ctr == 0:
    return ""No carry operation.""
  elif ctr == 1:
    return ctr
  else:
    return ctr

"
Viết chương trình tính số chữ số của phép nhân hai số nguyên cho trước,"a,b = 312, 410
print(len(str(a*b)))

"
Viết hàm trả về diện tích hình thoi,"def area(d1, a): 
    d2 = (4*(a**2) - d1**2)**0.5
    area = 0.5 * d1 * d2 
    return(area) 

"
"Viết hàm cho một số, tìm số bit có ý nghĩa nhất được đặt và có lũy thừa bằng hai","def setBitNumber(n): 
    if (n == 0): 
        return 0
    msb = 0 
    n = int(n / 2) 
    while (n > 0): 
        n = int(n / 2) 
        msb += 1
    return (1 << msb) 

"
Viết hàm tính thể tích hình chóp tam giác,"def volumeTriangular(a, b, h): 
    return (0.1666) * a * b * h 
  
"
Viết hàm tính thể tích hình chóp vuông,"def volumeSquare(b, h): 
    return (0.33) * b * b * h 
  
"
Viết hàm tính thể tích hình chóp ngũ giác,"def volumePentagonal(a, b, h): 
    return (0.83) * a * b * h 
  
"
Viết hàm tính thể tích hình chóp lục giác,"def volumeHexagonal(a, b, h): 
    return a * b * h

"
Viết chương trình Python để kiểm tra danh sách có trống hay không,"l = []
if not l:
    print(""List is empty"")

"
Viết chương trình Python để loại bỏ các bản sao khỏi danh sách.,"a = [10,20,30,20,10,50,60,40,80,50,40]
dup_items = set()
uniq_items = []
for x in a:
    if x not in dup_items:
        uniq_items.append(x)
        dup_items.add(x)
print(dup_items)

"
Viết hàm Python nhận vào hai danh sách và trả về True nếu chúng có ít nhất một thành viên chung,"def common_data(list1, list2):
    result = False
    for x in list1:
        for y in list2:
            if x == y:
                result = True
    return result
print(common_data([1,2,3,4,5], [5,6,7,8,9]))

"
Viết chương trình Python để tìm sự khác biệt giữa hai danh sách,"list1 = [1, 2, 3, 4]
list2 = [1, 2]
print(list(set(list1) - set(list2)))

"
Viết chương trình Python để tìm số nhỏ thứ hai trong danh sách,"def second_smallest(numbers):
    a1, a2 = float('inf'), float('inf')
    for x in numbers:
        if x <= a1:
            a1, a2 = x, a1
        elif x < a2:
            a2 = x
    return a2
print(second_smallest([1, 2, -8, -2, 0]))

"
Viết chương trình Python để tìm số lớn thứ hai trong danh sách.,"def second_largest(numbers):
    count = 0
    n1 = n2 = float('-inf')
    for x in numbers:
        count += 1
        if x > n2:
            if x >= n1:
                n1, n2 = x, n1
            else:
                n2 = x
    return n2 if count >= 2 else None

print(second_largest([1, 2, -8, -2, 0]))

"
Viết chương trình Python để lấy tần số của các phần tử trong danh sách,"import collections
my_list = [10,10,10,10,20,20,20,20,40,40,50,50,30]
print(""Original List : "",my_list)
ctr = collections.Counter(my_list)
print(""Frequency of the elements in the List : "",ctr)

"
Viết chương trình Python để chuyển đổi danh sách nhiều số nguyên thành một số nguyên duy nhất,"L = [11, 33, 50]
x = int("""".join(map(str, L)))
print(""Single Integer: "",x)

"
Viết chương trình Python để kiểm tra xem tất cả các từ điển trong danh sách có trống hay không.,"my_list = [{},{},{}]
my_list1 = [{1,2},{},{}]
print(all(not d for d in my_list))
print(all(not d for d in my_list1))

"
Viết chương trình Python đếm số ký tự (tần số ký tự) trong một chuỗi,"def char_frequency(str1):
    dict = {}
    for n in str1:
        keys = dict.keys()
        if n in keys:
            dict[n] += 1
        else:
            dict[n] = 1
    return dict
print(char_frequency('google.com'))

"
Viết chương trình python để thay thế ký tự đầu tiên của chuỗi bằng $ ở phần còn lại của chuỗi,"def change_char(str1):
    char = str1[0]
    length = len(str1)
    str1 = str1.replace(char, '$')
    str1 = char + str1[1:]

    return str1

print(change_char('restart'))


"
Viết hàm Python nhận danh sách các từ và trả về từ dài nhất,"def find_longest_word(words_list):
    word_len = []
    for n in words_list:
        word_len.append((len(n), n))
    word_len.sort()
    return word_len[-1][1]

print(find_longest_word([""PHP"", ""python"", ""zekelabs""]))



"
Viết hàm Python để chuyển một chuỗi đã cho thành toàn chữ hoa nếu nó chứa ít nhất 2 ký tự viết hoa trong 4 ký tự đầu tiên.,"def to_uppercase(str1):
    num_upper = 0
    for letter in str1[:4]:
        if letter.upper() == letter:
            num_upper += 1
    if num_upper >= 2:
        return str1.upper()
    return str1

print(to_uppercase('PyThon'))

"
Viết chương trình Python để đếm và hiển thị các nguyên âm của một văn bản cho trước,"
def vowel(text):
    vowels = ""aeiuoAEIOU""
    print(len([letter for letter in text if letter in vowels]))
    print([letter for letter in text if letter in vowels])
vowel('zekelabs')

"
"Viết tập lệnh Python để tạo và in từ điển chứa một số (từ 1 đến n) ở dạng (x, x*x)","n=int(input(""Input a number: ""))
d = dict()
for x in range(1,n+1):
    d[x]=x*x
print(d)

"
Viết chương trình Python để chuyển đổi một danh sách thành một từ điển khóa lồng nhau.,"num_list = [1, 2, 3, 4]
new_dict = current = {}
for name in num_list:
    current[name] = {}
    current = current[name]
print(new_dict)

"
Viết chương trình Python để sắp xếp danh sách theo thứ tự bảng chữ cái trong từ điển.,"num = {'n1': [2, 3, 1], 'n2': [5, 1, 2], 'n3': [3, 2, 4]}
sorted_dict = {x: sorted(y) for x, y in num.items()}
print(sorted_dict)

"
